Gamma Ray,Resistivity,Neutron Porosity,Density,Sonic P,Sonic S,Depth,Facies
113.1647,5.4255,0.1341,2.6012,78.82990625,152.6847014,5223,
113.6125,5.3704,0.1458,2.6006,78.5863304,151.1892489,5223.5,
114.0366,5.3164,0.1455,2.6062,78.65804207,151.8016507,5224,
115.3328,5.262,0.136,2.6023,79.68217256,154.9381302,5224.5,
116.1104,5.2096,0.139,2.5916,80.45328185,156.0720212,5225,
117.8778,5.1871,0.1428,2.5955,80.35975715,155.5533797,5225.5,
116.6289,5.2619,0.146,2.6066,79.13087065,152.7611495,5226,
113.4239,5.3981,0.1316,2.602,79.0710071,153.5819231,5226.5,
114.3665,5.3552,0.1481,2.5901,79.15518701,151.7839011,5227,
120.635,5.2428,0.1509,2.5808,80.8222969,154.478451,5227.5,
122.0725,5.2047,0.1491,2.5697,81.91559717,156.5737015,5228,
118.6083,5.2097,0.1575,2.5712,80.96658877,154.1916431,5228.5,
120.1872,5.2536,0.1686,2.584,79.76758611,150.7007758,5229,
122.5437,5.3148,0.1534,2.5912,79.95989551,152.1627532,5229.5,
116.5345,5.3044,0.1649,2.5907,78.87868457,149.5813312,5230,
110.6903,5.2427,0.1774,2.595,78.10103857,147.8812051,5230.5,
111.7037,5.1821,0.1758,2.6068,78.07818053,148.4057854,5231,
118.6083,5.0903,0.1763,2.6061,79.03453071,150.1162398,5231.5,
127.3982,4.9658,0.1809,2.5972,80.80349718,152.7504311,5232,
124.7589,4.8593,0.1962,2.6005,80.57237315,151.8718329,5232.5,
120.1636,4.7542,0.1945,2.5974,80.64796909,152.9808244,5233,
117.1944,4.6352,0.1868,2.5764,82.07192096,157.0609624,5233.5,
118.8204,4.4896,0.1786,2.5657,83.92205346,162.0153144,5234,
132.2527,4.3581,0.1871,2.5654,85.87357861,164.2188953,5234.5,
134.5149,4.2989,0.186,2.5586,86.78639359,166.0816566,5235,
121.7426,4.3833,0.1738,2.5479,85.9017766,166.1255969,5235.5,
115.969,4.6024,0.1624,2.5365,85.2235793,164.9560496,5236,
118.5612,4.7759,0.1757,2.5351,84.23814357,160.3208059,5236.5,
115.5448,4.8356,0.1806,2.5491,82.64915904,157.0083234,5237,
112.0807,4.8251,0.1888,2.5576,81.47487106,154.5530114,5237.5,
122.6144,4.8527,0.187,2.5577,82.72864834,155.9077124,5238,
131.2394,4.9724,0.1689,2.5725,83.01806577,157.0898359,5238.5,
124.8061,5.1017,0.1659,2.6013,80.14355631,152.538518,5239,
116.4167,5.1706,0.1703,2.5993,78.89477987,150.0440008,5239.5,
117.2887,5.1452,0.1645,2.5688,80.92705085,153.8414119,5240,
115.1913,5.0596,0.1508,2.5554,82.5717067,158.9398875,5240.5,
109.5357,4.9477,0.1511,2.5544,82.45476609,159.9023308,5241,
112.4106,4.8788,0.1473,2.5546,83.21300375,161.7694617,5241.5,
121.177,4.7888,0.1458,2.5522,84.72458831,164.3746213,5242,
128.1759,4.7153,0.1438,2.5519,85.69546625,166.1612347,5242.5,
131.0273,4.6797,0.1606,2.5564,85.54100682,164.3915072,5243,
125.7487,4.622,0.1836,2.552,84.62199982,160.8292773,5243.5,
118.6083,4.5213,0.1683,2.5623,84.31378364,163.5210418,5244,
120.2344,4.4747,0.1673,2.5902,83.15668396,162.2151558,5244.5,
124.7117,4.4442,0.1612,2.6009,83.36471066,163.0968106,5245,
121.012,4.4344,0.1626,2.5972,83.11496461,162.7844137,5245.5,
115.1207,4.4304,0.1535,2.5889,82.86450078,163.0902087,5246,
118.137,4.438,0.146,2.5776,83.89818865,164.8237575,5246.5,
122.0725,4.4826,0.1585,2.5638,85.04613645,165.5953552,5247,
121.7426,4.4148,0.1694,2.5591,85.28940275,165.4557018,5247.5,
125.6308,4.3112,0.1755,2.568,85.5459373,165.815163,5248,
132.017,4.2504,0.1781,2.569,86.46866805,167.08105,5248.5,
127.3982,4.2671,0.1632,2.5655,86.24902809,168.02876,5249,
118.6083,4.3802,0.1571,2.5762,84.17385085,164.9848127,5249.5,
113.5654,4.53,0.1459,2.5849,82.64155676,162.7248258,5250,
112.5284,4.5791,0.1565,2.5807,82.5443697,161.8168472,5250.5,
119.5038,4.5863,0.1517,2.5779,83.67392027,163.5879699,5251,
121.4361,4.5696,0.1626,2.5763,83.83953852,162.9627741,5251.5,
119.6688,4.5317,0.1674,2.5762,83.63047233,162.5089217,5252,
125.1124,4.585,0.1589,2.5733,84.5258652,164.0800802,5252.5,
127.4689,4.6301,0.1642,2.5691,84.67651772,163.2930571,5253,
126.6677,4.556,0.1596,2.5744,84.75300839,164.4835901,5253.5,
127.5397,4.433,0.1915,2.5655,84.75711028,161.5915461,5254,
124.2405,4.2994,0.1925,2.5557,85.54902926,163.9715595,5254.5,
121.7661,4.2093,0.1794,2.5741,85.0084839,165.4999159,5255,
122.4966,4.2707,0.1711,2.5828,84.52695613,165.0875099,5255.5,
118.6554,4.3581,0.1505,2.5782,84.11179343,165.2432929,5256,
122.0489,4.3257,0.1462,2.5793,84.5714294,166.1090321,5256.5,
127.9874,4.2892,0.1671,2.572,85.87143175,167.0885344,5257,
127.516,4.2447,0.1901,2.5666,85.70534548,164.8294473,5257.5,
121.4361,4.2598,0.1775,2.5873,84.08312515,164.0125292,5258,
117.218,4.3198,0.1865,2.609,82.35720762,160.3460574,5258.5,
125.4659,4.2913,0.1836,2.6044,83.43901427,162.0739438,5259,
137.9555,4.1184,0.1778,2.5914,86.54206791,167.9434413,5259.5,
141.3489,4.1109,0.1703,2.5836,87.50068775,169.8831043,5260,
138.1205,4.3594,0.165,2.5822,86.36056721,167.2288492,5260.5,
127.9402,4.6611,0.1687,2.5843,83.54715264,160.8180941,5261,
119.8337,4.9,0.173,2.5876,81.00536966,154.8572118,5261.5,
119.7395,4.9875,0.1751,2.6002,79.87860704,152.2247056,5262,
115.262,5.0275,0.1719,2.6121,78.9675514,151.2184585,5262.5,
110.7139,5.06,0.1733,2.6062,78.6365934,150.5140949,5263,
114.7908,5.0442,0.1522,2.5929,80.40765271,155.7791888,5263.5,
114.6729,5.0214,0.1552,2.5915,80.44262904,155.6398673,5264,
112.7641,4.9919,0.1502,2.5972,80.31521451,156.4262044,5264.5,
114.8614,4.9081,0.1646,2.5931,80.53632813,155.513415,5265,
118.6083,4.7684,0.1636,2.5839,82.14414147,158.9828327,5265.5,
121.7189,4.6358,0.1798,2.5713,83.17329062,159.3436885,5266,
116.3225,4.5642,0.1849,2.5539,83.65472522,160.2755085,5266.5,
111.9157,4.5413,0.1902,2.5502,83.21834786,159.3688482,5267,
115.8276,4.5299,0.2001,2.5602,82.81463871,157.4113436,5267.5,
122.6852,4.4347,0.1878,2.5711,83.98972174,161.215253,5268,
120.5407,4.3407,0.1789,2.5701,84.55540895,164.0111496,5268.5,
108.0511,4.3235,0.1868,2.557,83.58107486,162.384038,5269,
105.7652,4.3709,0.1921,2.5501,83.28423771,161.042831,5269.5,
116.3225,4.4009,0.1878,2.5515,84.49449167,162.5587481,5270,
123.2507,4.3006,0.2164,2.5626,84.27278843,159.2105768,5270.5,
125.3951,4.0857,0.2349,2.5715,84.87649394,159.8635509,5271,
128.6472,3.9178,0.2339,2.5709,86.01603987,162.6741607,5271.5,
132.559,3.8181,0.223,2.5747,87.00571015,166.0539184,5272,
132.5826,3.7427,0.2289,2.5817,86.89841524,165.8456395,5272.5,
128.0816,3.9235,0.192,2.5775,86.53819834,168.281965,5273,
124.9239,4.0926,0.2146,2.5644,85.42826531,162.7455738,5273.5,
123.6042,4.116,0.1959,2.567,85.62290615,165.2773568,5274,
119.8101,4.0533,0.1706,2.576,85.15958693,167.1102492,5274.5,
118.7262,4.0145,0.1804,2.5659,85.70369238,167.6149014,5275,
120.3051,4.0617,0.1852,2.5573,86.22223942,167.7429332,5275.5,
120.8942,4.1139,0.1721,2.5578,86.20946193,168.305424,5276,
118.7026,4.1372,0.1832,2.5525,86.03740368,167.2167269,5276.5,
117.7364,4.0782,0.1699,2.5493,86.33281919,168.7752299,5277,
120.9649,3.924,0.1787,2.5464,87.34738258,170.4492057,5277.5,
127.4218,3.7421,0.1929,2.5352,89.26419038,173.2106096,5278,
130.1554,3.5169,0.1863,2.5323,90.07648302,175.4699069,5278.5,
128.5765,3.4986,0.1852,2.5529,89.02441092,174.0299163,5279,
131.3572,3.6102,0.1848,2.5696,88.32745423,172.7099911,5279.5,
128.3173,3.6967,0.1853,2.5729,87.52125958,171.2471768,5280,
120.3522,3.7578,0.1907,2.5757,86.12754743,168.8473518,5280.5,
115.3799,3.8232,0.191,2.5726,85.45173162,167.6337646,5281,
111.1852,3.8925,0.1981,2.5767,84.58923136,165.6662442,5281.5,
110.9496,3.9514,0.192,2.5847,84.04998033,165.0045621,5282,
113.1647,3.9655,0.1978,2.5734,84.66161988,165.2596826,5282.5,
115.8983,3.9575,0.1894,2.5589,85.84580926,167.6048055,5283,
117.1944,3.9387,0.2117,2.5505,86.11497681,165.8636983,5283.5,
116.4167,3.9336,0.1979,2.5418,86.86716841,168.5268177,5284,
116.1811,3.9751,0.1891,2.5447,86.63628302,168.6634699,5284.5,
118.2784,3.9794,0.1864,2.5595,86.08758823,167.9859821,5285,
123.2743,3.9093,0.1897,2.5725,86.24471945,168.2585038,5285.5,
123.9341,3.8172,0.2052,2.5764,86.29343645,167.576468,5286,
126.7855,3.7777,0.1996,2.5738,87.03637092,169.3417968,5286.5,
126.4556,3.7829,0.2132,2.5748,86.68526028,167.4313075,5287,
125.8665,3.8188,0.1968,2.5776,86.57626581,168.6732088,5287.5,
131.1922,3.9159,0.1968,2.5693,87.3564621,168.9503847,5288,
131.4986,4.0766,0.2091,2.5482,87.35277381,166.0255125,5288.5,
126.6442,4.2149,0.2178,2.5365,86.47582083,162.7465507,5289,
119.2917,4.1174,0.1985,2.5469,86.12142039,165.8603172,5289.5,
115.7334,4.0425,0.1982,2.5541,85.62084988,165.9358195,5290,
120.2107,4.0315,0.1872,2.5508,86.65767535,168.3986055,5290.5,
122.1667,3.9217,0.1947,2.5587,86.77602594,168.5808832,5291,
125.2773,3.7511,0.1968,2.5597,87.73625969,170.7627213,5291.5,
124.5468,3.6392,0.1841,2.5437,88.65677057,173.1353481,5292,
117.053,3.6099,0.1997,2.5481,87.65736524,171.3292802,5292.5,
116.8173,3.6014,0.2005,2.57,86.46941862,169.6194584,5293,
119.221,3.6101,0.2128,2.583,86.2436172,168.4317052,5293.5,
118.7026,3.6649,0.2065,2.584,85.92446468,168.1337986,5294,
118.6554,3.7289,0.2008,2.5848,85.63628332,167.7481565,5294.5,
119.6688,3.7675,0.2142,2.5938,85.22996615,165.691002,5295,
120.7527,3.728,0.2,2.5951,85.45055614,167.5028163,5295.5,
121.6247,3.6482,0.2082,2.5948,85.88840807,167.9924964,5296,
122.7087,3.6033,0.2142,2.6073,85.82254347,167.6947479,5296.5,
121.7426,3.5986,0.2146,2.6164,85.59023627,167.4267016,5297,
117.053,3.6051,0.2035,2.6187,85.00080474,167.4383816,5297.5,
116.7231,3.5955,0.2032,2.6154,85.04739691,167.5604427,5298,
119.5745,3.6419,0.2211,2.5993,85.63157922,166.5552988,5298.5,
118.0899,3.8286,0.2181,2.5794,85.23234825,164.7630293,5299,
117.5479,3.9929,0.2318,2.5677,84.55088609,160.6385355,5299.5,
122.1196,3.988,0.2241,2.5689,85.1433368,162.2184923,5300,
127.1154,3.9756,0.2061,2.5722,86.14543177,165.8238783,5300.5,
126.9505,4.0023,0.2186,2.5686,85.7999907,163.4858519,5301,
118.5612,4.038,0.2065,2.5666,85.083828,164.1069494,5301.5,
114.1545,4.0073,0.206,2.5698,84.60504146,163.9555893,5302,
119.386,3.9165,0.2015,2.5755,85.42285602,166.1285325,5302.5,
120.3051,3.8196,0.2171,2.5742,85.7356024,165.5686843,5303,
117.2416,3.746,0.2142,2.5724,85.89000797,166.8688849,5303.5,
120.0458,3.6957,0.2039,2.5739,86.42306222,168.8119643,5304,
118.7026,3.6285,0.2132,2.5644,86.94418991,169.2758475,5304.5,
114.3194,3.5553,0.2201,2.5522,87.25346367,169.7430167,5305,
119.5273,3.4914,0.2235,2.5513,88.20515825,171.0759845,5305.5,
127.304,3.4738,0.2106,2.5564,89.11656501,173.333441,5306,
127.304,3.4801,0.1989,2.5514,89.26437253,174.112613,5306.5,
123.345,3.5303,0.1915,2.5407,89.01809093,173.8233223,5307,
121.6954,3.6177,0.1966,2.5492,88.21584878,172.1867413,5307.5,
120.2579,3.7175,0.202,2.5728,86.43123717,168.8267971,5308,
114.7201,3.7921,0.2061,2.5835,85.06171408,166.237094,5308.5,
114.2958,3.7777,0.1991,2.5814,85.12608543,166.9539496,5309,
119.5509,3.6903,0.1949,2.5754,86.25533021,169.1430381,5309.5,
118.4198,3.6085,0.1994,2.5657,86.87566605,170.2029852,5310,
114.0602,3.5539,0.2039,2.5613,86.71030756,170.0529364,5310.5,
113.4239,3.546,0.2164,2.5575,86.93204299,169.6798937,5311,
113.3297,3.5349,0.2269,2.5433,87.59662741,169.7550995,5311.5,
115.427,3.4496,0.2229,2.5358,88.67360439,172.215229,5312,
116.0633,3.3587,0.2291,2.5413,88.78694444,172.4471131,5312.5,
114.2016,3.4394,0.2208,2.5581,87.39676388,170.65281,5313,
113.4239,3.496,0.2167,2.5827,86.1429699,168.8652476,5313.5,
112.3635,3.5099,0.2212,2.581,86.10658061,168.4235219,5314,
114.0366,3.5219,0.2243,2.56,86.96729658,169.2008993,5314.5,
124.264,3.5472,0.2208,2.5591,88.19750619,170.7486236,5315,
125.8193,3.5663,0.2203,2.5681,87.83989315,170.0856657,5315.5,
116.3932,3.5903,0.1967,2.5676,86.503582,169.8659868,5316,
117.5479,3.6289,0.181,2.5702,86.12193668,169.5264561,5316.5,
117.7599,3.6379,0.1695,2.574,85.61866124,168.8111263,5317,
113.1411,3.6344,0.1906,2.5788,85.3213302,168.2025955,5317.5,
114.3665,3.5671,0.211,2.573,86.25993871,168.9627392,5318,
116.6524,3.4726,0.2137,2.551,87.93191347,171.6489738,5318.5,
114.1781,3.3781,0.2398,2.5461,88.12518995,170.3515813,5319,
111.3738,3.3024,0.2428,2.5475,88.08436522,170.7106406,5319.5,
113.2826,3.2776,0.2236,2.5433,88.56668197,173.0587743,5320,
117.1237,3.3056,0.2285,2.5463,88.87178907,172.9406761,5320.5,
119.7159,3.3662,0.2385,2.5531,88.52542392,170.9430781,5321,
125.3244,3.4635,0.2172,2.5658,88.35542002,171.8671201,5321.5,
123.8398,3.603,0.205,2.5801,86.91583411,169.8921151,5322,
117.2651,3.7288,0.2036,2.5897,85.31903903,167.1408653,5322.5,
116.3461,3.7934,0.2083,2.59,84.98355457,165.8713692,5323,
118.4434,3.8014,0.2036,2.5774,85.6723445,167.1374961,5323.5,
117.7599,3.8158,0.2194,2.5571,86.23299121,166.1334126,5324,
106.8963,3.8262,0.2072,2.5435,85.80749926,167.1941764,5324.5,
103.8328,3.7808,0.2079,2.542,85.66907316,167.3187292,5325,
114.9557,3.6612,0.1932,2.5381,87.72604378,171.5065273,5325.5,
115.2385,3.566,0.2149,2.5316,88.48819952,171.8522787,5326,
114.9085,3.4971,0.2049,2.5425,88.00828364,172.1122433,5326.5,
123.6513,3.4804,0.2094,2.5607,88.33505359,172.3192629,5327,
130.6267,3.4876,0.2207,2.5559,89.48253063,172.8231992,5327.5,
131.9699,3.4374,0.2389,2.5611,89.2809369,170.7929128,5328,
129.472,3.3863,0.2459,2.5748,88.44096374,169.3249165,5328.5,
127.4218,3.3825,0.2278,2.5686,88.75567134,171.9938115,5329,
124.4289,3.4926,0.2143,2.5752,87.64427966,170.9161852,5329.5,
120.635,3.7266,0.1959,2.5857,85.79968303,168.2537746,5330,
118.467,3.9597,0.1837,2.5909,84.52888575,166.0038239,5330.5,
119.9516,4.1583,0.1886,2.6124,83.1627891,162.423634,5331,
121.2241,4.3398,0.2043,2.6309,81.75799,156.9209933,5331.5,
116.0162,4.4468,0.2351,2.6295,81.77453866,153.9205882,5332,
110.3369,4.4798,0.2215,2.626,80.89935832,153.3279739,5332.5,
107.6268,4.5056,0.1856,2.6248,80.74351683,157.1284566,5333,
117.218,4.378,0.1936,2.6061,81.99894618,158.4348062,5333.5,
128.9771,4.1245,0.1865,2.5764,86.00655732,166.5955912,5334,
131.4986,3.988,0.1959,2.5665,87.24900555,168.3210234,5334.5,
131.7107,3.8942,0.2021,2.5849,86.53206765,167.3460212,5335,
122.2374,3.7128,0.1774,2.6111,84.56063783,167.123722,5335.5,
112.1043,3.8925,0.1642,2.6193,82.55951487,163.9425377,5336,
119.386,4.3074,0.1666,2.6019,83.07152444,163.1743092,5336.5,
131.5458,4.7057,0.1522,2.5843,84.41733731,163.5097009,5337,
125.3951,5.0275,0.1563,2.5911,81.59554761,156.5355788,5337.5,
110.7374,5.1207,0.1458,2.5898,80.05581011,155.6393794,5338,
104.2334,5.1431,0.1312,2.5734,80.61176294,158.0286799,5338.5,
108.2395,5.1404,0.137,2.5856,80.25372927,156.8695436,5339,
118.1135,5.0883,0.1355,2.5993,80.91757467,157.9653287,5339.5,
112.1985,5.0206,0.1297,2.5877,81.21575054,159.4526764,5340,
104.1863,4.8901,0.1458,2.5857,80.48702415,158.1314527,5340.5,
107.1085,4.7611,0.1561,2.5951,80.66545859,158.2167635,5341,
119.2446,4.6799,0.1576,2.5956,82.18555005,160.3766454,5341.5,
124.4996,4.6175,0.1614,2.5813,83.78082797,162.5401357,5342,
117.8778,4.6056,0.1559,2.5609,84.30549359,164.1299939,5342.5,
122.8972,4.5589,0.1522,2.5548,85.45507923,166.2048907,5343,
126.1493,4.5282,0.163,2.5675,85.08691031,164.8448507,5343.5,
119.8573,4.6633,0.1601,2.5801,83.11342002,161.5592044,5344,
115.8983,4.8405,0.1492,2.5828,82.0969537,160.0931302,5344.5,
106.5193,4.8658,0.1416,2.5735,81.53163363,160.0249865,5345,
99.9445,4.6989,0.151,2.5567,81.96701205,161.0169132,5345.5,
105.8831,4.5255,0.1515,2.5513,83.52291944,163.8958758,5346,
111.2323,4.3767,0.1605,2.5543,84.41776382,165.3013114,5346.5,
109.5357,4.287,0.1911,2.5583,83.72567373,162.3298052,5347,
114.7672,4.2468,0.1957,2.5671,83.92141447,162.1526698,5347.5,
126.5263,4.2718,0.1718,2.5663,85.98606701,167.0251386,5348,
125.9607,4.3757,0.1769,2.5736,84.95188278,164.3120291,5348.5,
118.6554,4.5228,0.1797,2.5873,82.53208586,159.6047017,5349,
116.1575,4.7072,0.1669,2.5788,82.29266706,159.4149904,5349.5,
114.5551,4.8636,0.1514,2.5788,81.99431359,159.6118115,5350,
113.4004,4.9067,0.1626,2.5818,81.03829545,156.5871238,5350.5,
113.7303,4.8971,0.1642,2.5671,81.86218598,157.6288336,5351,
115.7098,4.8682,0.1665,2.5647,82.27005013,158.0617979,5351.5,
117.2887,4.7789,0.1649,2.5774,82.24615235,158.9405523,5352,
114.6493,4.6739,0.1625,2.5722,82.79094674,160.9675254,5352.5,
115.1913,4.5946,0.1602,2.555,84.23684405,163.8144818,5353,
117.4536,4.5845,0.1723,2.5626,83.72999845,161.7834661,5353.5,
115.6863,4.6117,0.1769,2.5882,81.84359159,158.349075,5354,
116.1104,4.6197,0.1683,2.5955,81.80233041,159.2589469,5354.5,
117.7128,4.6009,0.1591,2.5869,82.73282945,161.6066583,5355,
117.6892,4.5219,0.1492,2.5831,83.32327546,163.5555923,5355.5,
120.5172,4.4356,0.173,2.5763,83.96750858,163.0816426,5356,
124.1934,4.3264,0.1683,2.5656,85.58951178,166.4725549,5356.5,
122.4731,4.2174,0.18,2.5672,85.45235331,166.009196,5357,
117.7364,4.2392,0.1801,2.5743,84.34884526,164.4165658,5357.5,
115.8276,4.4454,0.1658,2.5726,83.71122809,163.475814,5358,
116.6053,4.6614,0.1556,2.5726,83.27002395,162.3480888,5358.5,
113.4239,4.8051,0.1596,2.5788,81.80838963,158.922401,5359,
113.6831,4.8589,0.1588,2.5749,81.84331323,158.6249301,5359.5,
118.9382,4.7778,0.1658,2.5566,83.60089287,160.7078852,5360,
125.513,4.6005,0.1594,2.5342,86.26291218,166.3904018,5360.5,
123.18,4.3997,0.1591,2.5231,87.12864665,168.952235,5361,
117.8071,4.2582,0.1583,2.5346,86.58493082,168.9235704,5361.5,
116.3932,4.1742,0.1673,2.5489,85.9349063,167.9497664,5362,
111.2795,4.0642,0.1608,2.5475,85.44406562,167.7899365,5362.5,
110.2897,4.1241,0.182,2.5432,85.49841872,166.8302733,5363,
116.3696,4.3739,0.1794,2.5402,85.558139,165.3191697,5363.5,
118.7262,4.6205,0.1829,2.5369,84.6602155,161.3525383,5364,
116.1104,4.8585,0.1698,2.5388,83.64618878,159.6602376,5364.5,
114.0837,4.9919,0.1703,2.5378,82.7818302,157.2550942,5365,
114.9085,4.9957,0.1634,2.5334,83.38623278,158.9859931,5365.5,
115.1207,4.877,0.1669,2.5296,84.02605112,160.4844394,5366,
111.0439,4.7624,0.1742,2.5248,84.10776621,160.8575609,5366.5,
107.6268,4.7123,0.1653,2.523,84.43865501,163.047402,5367,
108.0511,4.6601,0.1657,2.5255,84.56847633,163.5658822,5367.5,
114.3665,4.5235,0.1637,2.5334,85.46767873,165.763379,5368,
123.7691,4.3751,0.1647,2.5388,86.72100138,168.105719,5368.5,
126.8562,4.2962,0.1809,2.5369,87.12658569,167.560163,5369,
123.0858,4.2916,0.1937,2.5316,86.63278837,165.4842243,5369.5,
116.6289,4.2962,0.1891,2.5228,86.50933618,166.1677266,5370,
115.2856,4.2911,0.1691,2.5242,86.70122248,168.4385814,5370.5,
114.7201,4.3144,0.1694,2.5352,86.04774692,167.3677453,5371,
107.7918,4.3806,0.1761,2.54,84.55295126,164.4670093,5371.5,
108.5459,4.4621,0.1939,2.5441,83.40562306,160.0323024,5372,
115.3328,4.4462,0.1812,2.5555,84.18107409,162.5947798,5372.5,
116.6524,4.3249,0.1876,2.5647,84.16613248,162.7477213,5373,
114.7436,4.2451,0.1987,2.5607,84.1566526,162.1211655,5373.5,
113.9424,4.223,0.1991,2.5424,85.16809335,163.7531288,5374,
118.9854,4.2654,0.2205,2.5368,85.22051301,160.5689276,5374.5,
116.8409,4.3997,0.2057,2.5623,83.28591492,158.4699212,5375,
112.6227,4.5417,0.2062,2.5862,81.16630787,154.4215035,5375.5,
110.0069,4.6253,0.2036,2.5896,80.52222189,153.2468961,5376,
109.6064,4.6609,0.2027,2.5921,80.28137971,152.746071,5376.5,
116.676,4.6567,0.2073,2.5874,80.99364234,153.084981,5377,
121.5776,4.6354,0.2105,2.568,82.50728636,154.9950036,5377.5,
122.3788,4.5883,0.2255,2.5555,83.59339232,156.0151357,5378,
121.931,4.4783,0.2188,2.5569,83.69127872,157.0176209,5378.5,
121.5776,4.2935,0.2179,2.5606,84.17177862,159.0277505,5379,
121.2241,4.0882,0.2332,2.5681,84.51053169,159.5802742,5379.5,
114.5786,3.8779,0.2291,2.5827,84.40907257,161.942245,5380,
108.5223,3.7482,0.2261,2.5833,84.71850922,164.2618544,5380.5,
112.882,3.7234,0.2448,2.5659,85.40403589,162.873125,5381,
123.1093,3.764,0.2561,2.5591,86.61781514,162.8931219,5381.5,
128.0109,3.8602,0.2329,2.5686,86.33340433,163.7233055,5382,
127.7046,4.0187,0.2145,2.5778,85.43866091,163.3133669,5382.5,
123.4863,4.2187,0.2223,2.5795,83.7505405,158.4938457,5383,
118.9618,4.2819,0.2178,2.5693,83.46858997,158.2258087,5383.5,
122.638,4.2241,0.2056,2.56,85.00654735,162.2274684,5384,
122.2374,4.2847,0.203,2.5628,84.58208244,161.4310536,5384.5,
124.3583,4.3794,0.1971,2.5687,84.24482369,160.7611472,5385,
133.973,4.3974,0.2047,2.5762,84.7162963,159.9235649,5385.5,
135.3397,4.3377,0.1934,2.5745,85.61874847,163.0485301,5386,
130.6267,4.172,0.1941,2.5584,86.7428412,166.2957835,5386.5,
128.4586,4.0021,0.2042,2.5447,87.71963046,168.0110493,5387,
126.7619,3.8613,0.1853,2.5446,88.37684288,171.7992968,5387.5,
125.0181,3.8909,0.1989,2.5602,87.12311494,168.8109218,5388,
131.1451,4.1148,0.2094,2.57,85.94625297,163.6551377,5388.5,
132.3469,4.3478,0.1906,2.5694,85.59218457,163.4404534,5389,
126.1964,4.5033,0.1897,2.5791,83.53799066,159.5134028,5389.5,
124.099,4.6057,0.2002,2.5772,82.56713784,156.093607,5390,
123.2979,4.5071,0.1865,2.5588,84.44340705,161.3528808,5390.5,
119.009,4.3598,0.2017,2.5531,84.38947843,160.8059121,5391,
117.053,4.3214,0.1941,2.552,84.70458271,162.7098911,5391.5,
121.6718,4.3061,0.1924,2.5472,85.67701768,164.2348619,5392,
123.5099,4.1457,0.1959,2.5452,86.67351788,166.5347186,5392.5,
122.9208,4.0213,0.193,2.5431,87.3570976,168.85842,5393,
127.681,4.0304,0.1792,2.5427,88.0337605,170.7894259,5393.5,
129.0714,3.9742,0.2193,2.5527,87.06073079,165.3460145,5394,
125.6779,3.9467,0.2178,2.5617,86.32595521,164.903132,5394.5,
127.139,3.9366,0.2126,2.5531,87.19876268,166.8452527,5395,
128.6707,3.9454,0.2229,2.5406,87.69938518,166.0784136,5395.5,
124.7117,3.9049,0.234,2.5363,87.40613839,164.883094,5396,
122.5908,3.8394,0.2448,2.5371,87.27037706,164.196066,5396.5,
124.099,3.8835,0.233,2.5431,87.07603796,164.7255663,5397,
124.0755,4.0521,0.2399,2.5541,85.7268559,160.9458693,5397.5,
122.2845,4.2345,0.2516,2.5648,84.80583094,158.4007651,5398,
120.0694,4.2605,0.2225,2.5713,83.5470339,157.9884791,5398.5,
118.5847,4.2848,0.1861,2.5715,84.26390331,163.3084984,5399,
123.4157,4.3228,0.1606,2.5698,85.3465404,166.6808837,5399.5,
130.1082,4.3743,0.1649,2.5705,85.95473786,166.8140644,5400,
129.0477,4.442,0.1829,2.5791,84.47689968,162.1781163,5400.5,
124.9474,4.5742,0.192,2.592,82.27067154,156.835469,5401,
125.348,4.7567,0.1928,2.5952,81.30033609,153.8678291,5401.5,
127.2096,4.9151,0.1897,2.5984,80.77858571,152.2624496,5402,
128.2937,5.0019,0.1998,2.6006,80.59985346,150.9561548,5402.5,
138.1676,4.9213,0.1898,2.5887,82.74540146,154.7843132,5403,
142.7864,4.7433,0.1804,2.5777,84.71853962,159.5160687,5403.5,
133.5252,4.6336,0.1888,2.5822,83.66108872,158.3222605,5404,
128.5765,4.6333,0.2017,2.5927,82.18577752,155.0579829,5404.5,
127.2569,4.6328,0.1987,2.6019,81.64293705,154.6153438,5405,
121.4598,4.6883,0.1891,2.5951,81.28729726,154.9735599,5405.5,
122.2374,4.7147,0.1886,2.574,82.33266609,156.2664152,5406,
130.7445,4.6914,0.2061,2.5694,83.51373549,156.2329614,5406.5,
132.0877,4.6149,0.2185,2.569,84.07866766,156.7841634,5407,
127.9638,4.4532,0.2071,2.5667,84.16568941,158.6821078,5407.5,
130.2025,4.3521,0.2061,2.5759,84.42091513,159.8612128,5408,
133.1953,4.2759,0.1933,2.5823,85.24703469,163.2005653,5408.5,
127.6339,4.3094,0.1747,2.5868,84.75898965,164.6981881,5409,
123.9577,4.395,0.18,2.5914,83.52198886,161.8254605,5409.5,
128.9771,4.4727,0.1753,2.5853,84.26520763,162.5847089,5410,
126.0786,4.5342,0.1796,2.5756,83.9838394,161.2296852,5410.5,
118.5847,4.5781,0.1763,2.5718,83.20952485,160.5335454,5411,
120.5172,4.6255,0.175,2.5697,83.38471663,160.444263,5411.5,
123.3685,4.6265,0.1786,2.5693,83.5883706,160.1017663,5412,
123.4863,4.6552,0.18,2.5644,83.67225242,159.7669671,5412.5,
116.5345,4.7804,0.1661,2.5612,83.02722537,159.9388721,5413,
