Gamma Ray,Resistivity,Neutron Porosity,Density,Sonic P,Sonic S,Depth,Facies
125.7016,2.9133,0.2588,2.607,89.73854138,174.1939303,6378,
116.5345,2.8788,0.2656,2.5991,89.66651066,174.0648001,6378.5,
115.6863,2.8703,0.2472,2.6181,88.98286557,174.7226786,6379,
113.7067,2.923,0.2375,2.6301,88.24351474,173.9110164,6379.5,
115.0028,2.9503,0.2423,2.6356,88.50586828,173.9811508,6380,
121.7189,3.0431,0.2447,2.6583,88.63120943,173.3905375,6380.5,
116.0397,3.1363,0.2598,2.6672,88.69653694,171.5908505,6381,
108.381,3.0284,0.2534,2.6363,88.5493324,173.0591542,6381.5,
109.3943,2.9157,0.241,2.5995,88.24875592,173.7412398,6382,
117.8307,2.8635,0.2343,2.5815,88.96497237,174.9997761,6382.5,
124.4762,2.8029,0.2391,2.5864,89.87915773,176.3718396,6383,
128.5765,2.7599,0.2502,2.5984,90.50823504,176.9460499,6383.5,
127.7281,2.772,0.2574,2.6074,90.46912075,176.3726343,6384,
119.6217,2.8141,0.234,2.6074,88.70526119,174.8778565,6384.5,
113.8246,2.7518,0.2423,2.5978,89.02284978,175.4018477,6385,
106.8021,2.666,0.2516,2.6035,89.40510867,176.1762083,6385.5,
106.5664,2.649,0.2712,2.6236,90.76433913,177.4788406,6386,
112.9527,2.6747,0.2629,2.6428,90.59459406,177.5316774,6386.5,
112.882,2.7131,0.2565,2.6399,90.05227183,176.8505118,6387,
110.4547,2.7462,0.2682,2.6212,90.27684748,176.1631249,6387.5,
116.511,2.7715,0.2964,2.6169,91.23001452,174.0041301,6388,
122.6616,2.7705,0.2767,2.619,90.7491085,175.1839463,6388.5,
117.0059,2.7655,0.3056,2.6132,91.70236739,173.8639015,6389,
111.468,2.7715,0.2827,2.6028,90.51844241,174.6526781,6389.5,
116.3225,2.7792,0.2738,2.5985,90.36898951,175.0655141,6390,
116.2754,2.8156,0.2751,2.6136,90.2578472,174.5548591,6390.5,
105.1289,2.8818,0.2608,2.677,90.00871149,176.0371658,6391,
97.0225,2.985,0.2598,2.7589,90.81897463,177.5351562,6391.5,
101.3349,2.9846,0.2629,2.7561,90.97211134,177.3105473,6392,
113.9188,2.8663,0.2443,2.6716,89.20974886,175.5823932,6392.5,
122.3081,2.8857,0.2656,2.6097,89.84289292,174.0425514,6393,
120.7763,2.979,0.2541,2.6399,89.090668,173.6315094,6393.5,
111.468,3.0565,0.2455,2.7019,89.0111306,174.4850299,6394,
106.0951,2.9491,0.2505,2.6838,89.32214912,175.3135154,6394.5,
112.175,2.79,0.2547,2.6325,89.59650345,175.8373648,6395,
117.4065,2.7258,0.2728,2.6262,90.76480478,176.3333466,6395.5,
118.5141,2.6532,0.2774,2.6206,91.27642822,177.1192836,6396,
119.6924,2.559,0.2523,2.6001,90.48280009,177.9538511,6396.5,
121.3183,2.4978,0.2594,2.5916,91.28435459,179.0983278,6397,
122.9443,2.4507,0.2585,2.5865,91.59650798,179.7375843,6397.5,
118.4905,2.4272,0.2809,2.5842,92.44327853,179.9956486,6398,
111.9629,2.3921,0.29,2.5857,92.64935866,180.0608376,6398.5,
114.0131,2.3213,0.2872,2.5859,92.93384126,181.1417686,6399,
117.4065,2.2432,0.306,2.5881,94.27673868,181.8435222,6399.5,
117.1472,2.1869,0.2959,2.5922,94.1138066,183.0695364,6400,
115.6627,2.172,0.2967,2.5825,94.13626939,183.1350549,6400.5,
116.3696,2.1796,0.281,2.5629,93.49217382,182.9348359,6401,
116.5817,2.1809,0.2826,2.5589,93.67388138,183.1029545,6401.5,
111.68,2.229,0.2858,2.572,93.13026194,182.0787336,6402,
110.3369,2.2791,0.2888,2.5867,93.02575033,181.578405,6402.5,
113.5182,2.3171,0.2697,2.6031,91.88986759,180.6224982,6403,
109.8656,2.3648,0.2763,2.631,92.30436098,181.0446229,6403.5,
106.5664,2.4251,0.2752,2.6538,92.26249161,180.9685169,6404,
109.6064,2.5152,0.2901,2.6366,92.51267391,179.3674931,6404.5,
115.4506,2.5345,0.2698,2.5902,91.30750305,178.5628262,6405,
121.6247,2.5636,0.2416,2.5701,90.77447477,178.411493,6405.5,
120.4935,2.6258,0.2514,2.5967,90.35100091,177.4900846,6406,
119.7159,2.6736,0.2441,2.6327,89.57327723,176.5610418,6406.5,
122.2845,2.6445,0.256,2.6306,90.51409129,177.6074016,6407,
122.3316,2.5987,0.2952,2.5908,92.1709299,176.5177369,6407.5,
121.8839,2.5578,0.2778,2.5553,92.61383598,179.2477846,6408,
119.7866,2.4827,0.2748,2.5682,92.31132148,179.7566059,6408.5,
111.0439,2.4373,0.2884,2.615,92.55269712,179.9741484,6409,
106.6842,2.4255,0.2868,2.6265,92.57972321,180.5108152,6409.5,
111.7744,2.3668,0.298,2.6,93.19279221,180.4069131,6410,
115.0735,2.3482,0.3266,2.5874,94.60687868,179.4234021,6410.5,
112.1043,2.3472,0.3183,2.5937,94.11401442,179.6679626,6411,
110.926,2.363,0.2794,2.5903,92.21305292,180.459847,6411.5,
113.9188,2.4117,0.2754,2.5688,92.11886441,180.0568477,6412,
117.1472,2.4748,0.2803,2.5539,92.61499683,179.8356567,6412.5,
114.8143,2.5466,0.2731,2.5608,91.72180524,178.7253897,6413,
114.4844,2.5995,0.2707,2.5993,91.02600436,177.7687187,6413.5,
118.7497,2.6734,0.2745,2.6601,91.51893251,177.8863416,6414,
115.8276,2.7347,0.2694,2.6674,91.06433363,177.4070372,6414.5,
112.7405,2.7082,0.2715,2.6283,90.71199331,176.7480511,6415,
119.1268,2.6908,0.2758,2.6116,91.00007331,176.470845,6415.5,
123.9812,2.6721,0.2822,2.6019,91.4604068,176.2856683,6416,
122.5673,2.584,0.282,2.5923,91.89865678,177.7308964,6416.5,
120.8471,2.4558,0.2655,2.5857,91.78350181,179.7600722,6417,
121.3654,2.3773,0.2933,2.5802,93.31962017,180.3624904,6417.5,
123.0858,2.3842,0.3168,2.6019,94.28009736,179.2775179,6418,
120.9884,2.4458,0.2719,2.6318,92.09843505,180.2252045,6418.5,
119.386,2.4866,0.2563,2.6192,90.83361096,178.7542504,6419,
118.0664,2.5243,0.2684,2.5874,91.46112206,178.8407744,6419.5,
119.3153,2.5584,0.2728,2.5897,91.56608566,178.4397831,6420,
120.0694,2.5979,0.2707,2.61,91.28242133,178.0156928,6420.5,
116.0633,2.5953,0.2588,2.6162,90.51857508,177.7887268,6421,
115.9454,2.5387,0.2845,2.6166,92.02218832,178.5388708,6421.5,
113.094,2.4501,0.2543,2.6258,90.49344045,178.51112,6422,
110.2897,2.4092,0.2799,2.6335,92.42590886,180.7945568,6422.5,
120.3286,2.3993,0.2993,2.6523,93.94821933,181.0742633,6423,
130.5795,2.4224,0.297,2.6708,94.17100949,181.0418101,6423.5,
127.1861,2.4174,0.2954,2.6471,93.70825545,180.5663266,6424,
124.4054,2.4491,0.2923,2.6142,93.01369009,179.4877801,6424.5,
123.18,2.5106,0.2738,2.6004,91.96259132,179.1942272,6425,
116.5817,2.5793,0.2704,2.5991,91.19161631,178.0900455,6425.5,
117.1001,2.6308,0.2406,2.6156,89.28306334,176.246219,6426,
121.0827,2.6552,0.256,2.6421,90.49591816,177.6288668,6426.5,
118.5847,2.6527,0.2481,2.6432,89.90700709,177.1144835,6427,
115.427,2.5795,0.2486,2.6182,89.86191934,177.1874264,6427.5,
118.2784,2.5615,0.2698,2.5999,91.31918474,178.3811733,6428,
120.9649,2.5324,0.2709,2.5969,91.64470952,178.8583658,6428.5,
122.6616,2.4747,0.2648,2.6044,91.61769368,179.5149465,6429,
123.2035,2.4447,0.2651,2.6116,91.7345425,179.8547934,6429.5,
116.9588,2.4197,0.2865,2.6001,92.6115922,179.9908667,6430,
111.845,2.4288,0.2838,2.5821,92.20876541,179.6511623,6430.5,
118.3726,2.4539,0.2836,2.591,92.388018,179.5366535,6431,
121.7189,2.4546,0.2631,2.6051,91.52194678,179.5705161,6431.5,
113.1411,2.423,0.2645,2.6008,91.21533284,179.3358041,6432,
108.1924,2.3632,0.2671,2.6009,91.30760361,179.7091335,6432.5,
115.1913,2.2835,0.2872,2.604,93.20502942,181.8769878,6433,
119.5038,2.2639,0.3081,2.5966,94.36834545,181.5207385,6433.5,
116.0397,2.2985,0.2866,2.5928,93.10213822,181.5602843,6434,
113.6125,2.3216,0.2722,2.5879,92.05622112,180.6810375,6434.5,
110.9024,2.3113,0.2901,2.5719,92.97482182,181.0718745,6435,
112.5992,2.2956,0.2911,2.5628,93.24542128,181.3772924,6435.5,
113.9659,2.287,0.3072,2.5617,93.93938229,180.8110814,6436,
112.5284,2.2983,0.2869,2.5698,92.98695093,181.341441,6436.5,
113.4239,2.3282,0.2846,2.5759,92.77325358,181.0015563,6437,
119.2681,2.3403,0.3193,2.5641,94.38095716,179.4315417,6437.5,
124.0048,2.3632,0.2791,2.5608,93.55876334,181.8865943,6438,
124.8532,2.4023,0.2597,2.5756,92.26534547,180.8099818,6438.5,
120.7056,2.4282,0.2604,2.5844,91.60064942,179.799586,6439,
111.68,2.4605,0.2719,2.5855,91.48816621,179.2062874,6439.5,
109.7006,2.5287,0.2564,2.5877,90.23275373,177.6596974,6440,
115.0735,2.5862,0.2748,2.5833,91.31963809,177.8438488,6440.5,
117.053,2.6667,0.25,2.5875,90.02816863,176.9011925,6441,
117.0059,2.7558,0.2658,2.5943,90.29622894,175.8741935,6441.5,
121.7426,2.7897,0.2704,2.5841,90.62562069,175.3539135,6442,
131.0744,2.786,0.2548,2.5758,91.51580646,177.7573581,6442.5,
130.5795,2.798,0.2602,2.5808,91.2818685,176.8764804,6443,
124.3818,2.8238,0.2741,2.5969,90.51314664,174.4150875,6443.5,
122.1196,2.8333,0.2427,2.6127,89.23866121,175.3143835,6444,
116.6053,2.7937,0.2571,2.6107,89.75202982,175.6192529,6444.5,
111.4916,2.7192,0.2551,2.5975,89.6915547,176.1281577,6445,
114.2723,2.6361,0.2793,2.5906,91.17177401,176.9091212,6445.5,
114.343,2.5507,0.2764,2.587,91.48004527,178.2523018,6446,
110.9731,2.4613,0.2781,2.5921,91.77351629,179.3135772,6446.5,
115.6627,2.4147,0.2885,2.6078,92.72137737,180.1232253,6447,
121.931,2.4201,0.2843,2.6178,92.78087674,180.3425258,6447.5,
115.7805,2.4561,0.2717,2.6174,91.75232943,179.7225522,6448,
107.1556,2.5106,0.2471,2.6126,89.45358104,176.8025414,6448.5,
113.8246,2.6336,0.2414,2.612,89.14854615,176.0342641,6449,
121.9075,2.6925,0.2774,2.6179,91.15596755,176.418318,6449.5,
116.6995,2.7155,0.2522,2.6172,89.79082372,176.4164103,6450,
116.6524,2.7049,0.2469,2.6022,89.55929112,176.2314561,6450.5,
123.18,2.6895,0.2482,2.585,90.48152829,177.424468,6451,
122.3788,2.6976,0.2448,2.5763,90.49046524,177.5016186,6451.5,
120.9649,2.6851,0.2471,2.5845,90.23952556,177.1596933,6452,
121.6718,2.6461,0.2597,2.6037,90.708717,177.5408751,6452.5,
116.2282,2.575,0.2522,2.5982,90.21193743,177.5322065,6453,
110.5725,2.4971,0.2678,2.5655,91.25328619,178.7867337,6453.5,
111.5151,2.4275,0.2856,2.5463,92.64360836,179.9449316,6454,
116.511,2.4023,0.2951,2.5532,93.27353574,179.9570579,6454.5,
121.7897,2.4201,0.2833,2.5752,92.88858838,180.310303,6455,
121.4127,2.406,0.283,2.5917,92.74445626,180.3489904,6455.5,
121.5305,2.354,0.2954,2.5941,93.46576108,180.646181,6456,
124.099,2.3442,0.2705,2.596,92.53077677,181.1786014,6456.5,
123.2035,2.4399,0.2631,2.5995,91.70958371,179.8548013,6457,
122.3081,2.5419,0.2674,2.5974,91.53374972,178.8346186,6457.5,
121.7189,2.589,0.2692,2.5846,91.52750321,178.3382176,6458,
119.009,2.6364,0.2474,2.5703,90.57613404,177.8053123,6458.5,
117.7364,2.6778,0.2289,2.5745,89.25238987,175.9501554,6459,
120.3757,2.6832,0.2378,2.5884,89.61229583,176.4717553,6459.5,
120.3286,2.6738,0.2459,2.5844,90.15235637,177.1210702,6460,
116.8173,2.6766,0.245,2.5732,90.03862864,176.9609703,6460.5,
115.4741,2.6902,0.2503,2.5729,90.12782185,176.8986347,6461,
115.6391,2.6957,0.2734,2.5745,90.89038326,176.4373855,6461.5,
113.4946,2.6933,0.2493,2.5829,89.70816449,176.3767124,6462,
113.8009,2.7219,0.2379,2.5939,88.86132228,175.312717,6462.5,
117.5715,2.6769,0.2534,2.5948,90.11674065,176.8847503,6463,
115.6863,2.5857,0.2512,2.594,90.12161283,177.3687432,6463.5,
117.7364,2.4652,0.2407,2.5854,89.98537036,177.5316065,6464,
125.2302,2.374,0.2472,2.5632,92.20116465,180.9464747,6464.5,
128.2466,2.2845,0.2684,2.5531,94.31151817,183.905051,6465,
124.6646,2.2081,0.2784,2.5587,94.25930486,183.8524908,6465.5,
119.5981,2.1566,0.2722,2.558,93.5114894,183.2541438,6466,
116.7231,2.1514,0.2548,2.5596,92.00579761,181.1088247,6466.5,
114.9792,2.1293,0.2845,2.5651,93.69725415,183.3777022,6467,
113.6596,2.1174,0.3027,2.5619,94.62297158,183.6948676,6467.5,
117.1237,2.09,0.2675,2.5549,93.16311208,182.989996,6468,
122.3553,2.0401,0.2765,2.5489,94.71517261,185.3044761,6468.5,
121.2948,2.0143,0.2609,2.5437,93.89616793,184.1860083,6469,
113.5889,1.9225,0.2678,2.5387,93.57030431,183.8745604,6469.5,
108.9701,1.8414,0.2629,2.5414,92.60144804,182.4366604,6470,
114.2958,1.8769,0.2654,2.5581,92.91467134,183.0206043,6470.5,
115.8511,1.9701,0.275,2.5661,93.50770031,183.8475894,6471,
121.3419,2.1186,0.2954,2.5494,95.19161898,184.7493855,6471.5,
130.226,2.305,0.3031,2.5265,96.42460363,183.7358203,6472,
133.1953,2.2363,0.3299,2.5076,98.7132522,184.8791414,6472.5,
129.6369,2.0984,0.329,2.5085,98.73678456,186.1237184,6473,
124.3583,1.9605,0.2992,2.5329,96.95761503,187.9559527,6473.5,
119.7866,1.8805,0.2965,2.5388,96.30102195,187.7225858,6474,
116.0162,1.8947,0.3084,2.5345,96.51481664,187.3612939,6474.5,
118.1606,1.8771,0.3565,2.5445,98.91469172,186.5681172,6475,
124.7353,1.8248,0.3719,2.5449,101.1746335,189.5352957,6475.5,
128.5529,1.7603,0.3623,2.5458,100.794212,189.5139528,6476,
128.1759,1.7153,0.3453,2.5686,99.58907315,189.5152332,6476.5,
130.5795,1.8178,0.3195,2.5923,97.79076,188.683984,6477,
129.0714,2.0461,0.2678,2.6061,93.42443027,183.7088885,6477.5,
120.3051,2.1871,0.2497,2.6129,90.95928506,179.6898702,6478,
117.218,2.2432,0.2796,2.6002,92.97407421,182.1186099,6478.5,
127.1625,2.2896,0.2968,2.5845,94.20967477,181.7950877,6479,
135.8818,2.3539,0.2651,2.5925,93.38474688,182.366799,6479.5,
132.4884,2.4023,0.2745,2.605,93.01091582,181.1106943,6480,
127.6103,2.3785,0.2833,2.6001,93.18989087,180.9794403,6480.5,
126.5027,2.2711,0.2747,2.588,93.30227134,182.3965569,6481,
125.7722,2.1735,0.2951,2.5773,94.72689574,183.6851995,6481.5,
127.6103,2.111,0.3084,2.5633,95.88433336,184.4147811,6482,
127.0683,2.0693,0.3189,2.558,96.48503494,184.5136848,6482.5,
122.9208,2.0749,0.3071,2.5684,95.57100288,184.6579131,6483,
124.4525,2.0256,0.3103,2.5723,96.01300838,185.3584615,6483.5,
132.3705,1.9593,0.3153,2.5687,97.23008384,186.7968409,6484,
142.4329,1.9788,0.3006,2.5722,97.67616551,188.3326447,6484.5,
140.312,2.0658,0.3239,2.5804,97.446597,184.953633,6485,
132.2762,2.1625,0.3375,2.5725,97.19671914,183.0796641,6485.5,
130.5559,2.2116,0.2804,2.5457,95.65596757,185.5883113,6486,
131.7813,2.2436,0.2741,2.5341,96.12554071,186.3927115,6486.5,
131.9463,2.2594,0.3198,2.5624,95.8600615,181.6498158,6487,
126.8562,2.3877,0.2891,2.6098,93.29770243,180.612572,6487.5,
119.8101,2.6224,0.2702,2.6357,91.28587049,178.0771149,6488,
115.2385,2.6604,0.251,2.6283,89.85280253,176.8883926,6488.5,
118.3491,2.5998,0.2952,2.5883,91.99073542,176.4405749,6489,
131.4043,2.4978,0.3486,2.5545,97.42002383,181.754481,6489.5,
139.3223,2.4636,0.344,2.5557,97.99921912,182.6796206,6490,
134.0672,2.5115,0.3254,2.5589,95.43798458,178.9392888,6490.5,
129.9197,2.5466,0.2848,2.5505,93.85161584,180.0143485,6491,
133.6431,2.5356,0.2855,2.5435,94.7299681,181.1085334,6491.5,
128.8593,2.546,0.2794,2.546,93.90297466,180.7253964,6492,
117.3829,2.6586,0.2717,2.5594,91.46390634,177.5696256,6492.5,
114.6729,2.6999,0.289,2.5703,91.18372501,175.1390232,6493,
120.7763,2.6428,0.333,2.5735,94.26285424,176.7283047,6493.5,
127.5632,2.6099,0.3206,2.5649,93.92129193,176.5347542,6494,
130.6738,2.5458,0.3112,2.5455,94.55941245,178.2375994,6494.5,
133.3839,2.5186,0.322,2.5347,95.9850152,179.7241689,6495,
133.1717,2.5502,0.3302,2.5235,96.87925536,180.5960455,6495.5,
130.1318,2.5211,0.3324,2.5058,97.45776919,181.4633033,6496,
132.2527,2.3889,0.3318,2.5011,98.39844861,183.4211923,6496.5,
134.9627,2.3279,0.3348,2.5052,99.02751254,184.5300907,6497,
128.5294,2.3761,0.3461,2.509,98.47572429,183.3747069,6497.5,
123.9577,2.4496,0.3673,2.513,99.6468773,185.2999847,6498,
128.223,2.4542,0.3363,2.5279,96.64758175,180.5913116,6498.5,
135.5754,2.3987,0.3285,2.5416,96.82378074,181.3235716,6499,
147.4053,2.5118,0.3379,2.5296,99.72973727,184.9514064,6499.5,
156.313,2.6357,0.3358,2.5207,101.1397386,186.7552302,6500,
150.3273,2.6874,0.3411,2.5417,99.67884345,184.6761093,6500.5,
135.222,2.7474,0.3399,2.5592,96.36064533,179.5312641,6501,
128.1051,2.8115,0.3229,2.5514,93.84091848,175.4028417,6501.5,
129.0477,2.8511,0.3329,2.5548,94.73646354,176.6949384,6502,
119.7395,2.9932,0.3078,2.6051,91.00818816,171.2274738,6502.5,
97.3053,3.4114,0.2588,2.6637,87.06659669,167.9166749,6503,
82.0819,3.553,0.2163,2.6497,84.7333326,167.6399696,6503.5,
94.4773,2.9185,0.2443,2.5974,87.76468425,173.1568089,6504,
117.2887,2.4807,0.2957,2.5808,92.62140832,178.386301,6504.5,
132.394,2.4064,0.3082,2.5847,94.28968727,179.3681539,6505,
141.1133,2.4729,0.2999,2.5766,94.71094903,179.8125919,6505.5,
147.146,2.5612,0.2846,2.5666,95.27288009,181.2117741,6506,
149.5025,2.6569,0.2592,2.5744,94.66538708,182.2375915,6506.5,
143.2813,2.7735,0.2702,2.589,92.55016783,177.2745543,6507,
134.9863,2.8275,0.2444,2.5991,90.70728528,177.039151,6507.5,
124.8061,2.8614,0.2533,2.6005,89.869641,175.2833591,6508,
124.4996,2.9024,0.2337,2.6022,88.96190485,174.8604745,6508.5,
132.1585,2.9714,0.2365,2.6172,89.19475692,174.6413244,6509,
130.2496,3.043,0.2621,2.6254,89.21700646,171.8129605,6509.5,
127.3275,3.1,0.258,2.6087,88.83559607,171.2842222,6510,
136.2352,3.154,0.253,2.5913,89.66507824,172.0482649,6510.5,
148.9841,3.1999,0.2474,2.5876,91.20340979,173.9012596,6511,
146.7454,3.2118,0.2381,2.5879,90.96113308,174.6770839,6511.5,
137.8848,3.1838,0.2784,2.5882,90.06820379,169.7081646,6512,
130.9331,3.1612,0.2652,2.5952,89.04184622,169.9203321,6512.5,
131.1215,3.1413,0.2533,2.5998,88.9923972,171.4494451,6513,
141.0426,3.1207,0.2497,2.5872,90.59630606,173.8456796,6513.5,
145.9442,3.1215,0.2711,2.5696,92.05005674,173.2822706,6514,
144.2474,3.144,0.2702,2.5622,92.0801022,173.2766921,6514.5,
141.2311,3.1755,0.2607,2.5703,91.07531543,172.6789209,6515,
141.7731,3.1945,0.2377,2.5816,90.72932443,174.7445965,6515.5,
145.6614,3.2098,0.2503,2.5808,91.03277035,173.3557538,6516,
151.812,3.2278,0.2509,2.5808,91.7464106,173.8645706,6516.5,
151.8591,3.282,0.2601,2.6001,90.49553112,170.6898345,6517,
138.7096,3.4038,0.2597,2.6122,88.01647726,166.7478454,6517.5,
136.895,3.4754,0.2482,2.595,87.93115206,167.219851,6518,
155.6531,3.4408,0.2859,2.582,92.58353506,171.9249007,6518.5,
163.6653,3.3491,0.3087,2.5869,95.75632256,177.359122,6519,
165.904,3.2079,0.2797,2.5864,94.16885687,175.0490112,6519.5,
167.1059,3.0957,0.279,2.5752,95.1345937,176.9297203,6520,
159.7299,3.044,0.2852,2.57,94.76852333,176.4915368,6520.5,
163.4768,3.1217,0.2949,2.5741,95.54305751,177.14904,6521,
174.199,3.2682,0.2961,2.5749,97.0080227,179.0705402,6521.5,
170.1694,3.3669,0.2804,2.5798,94.77534702,175.3744857,6522,
158.5988,3.39,0.2464,2.5912,91.32458946,172.1022406,6522.5,
153.0845,3.3897,0.2388,2.5965,90.39157213,171.8794075,6523,
154.0271,3.3671,0.2499,2.5897,90.88962848,171.4763175,6523.5,
157.4205,3.3048,0.2597,2.5729,92.53152759,173.2631239,6524,
156.5722,3.2775,0.2561,2.5732,92.48509835,173.7404689,6524.5,
152.6839,3.291,0.2585,2.5973,90.69054189,171.0135552,6525,
152.0712,3.2819,0.2547,2.6017,90.41321114,171.0904894,6525.5,
153.8386,3.259,0.2541,2.581,91.83047694,173.271277,6526,
149.0312,3.2955,0.2732,2.5699,91.84587508,171.6373553,6526.5,
141.019,3.3871,0.2662,2.5693,90.17194415,169.2574512,6527,
145.0958,3.4858,0.2634,2.5733,90.13658271,168.7122612,6527.5,
151.9297,3.4837,0.251,2.5858,90.27724799,169.663746,6528,
154.522,3.4202,0.2607,2.5975,90.44564866,169.5603262,6528.5,
159.3529,3.4328,0.2513,2.6091,90.32723584,169.8877146,6529,
168.3784,3.472,0.251,2.6156,91.13255233,170.590824,6529.5,
171.9604,3.4819,0.2709,2.6,93.28720048,172.9597282,6530,
161.733,3.4275,0.2575,2.5811,92.20446685,172.0691041,6530.5,
151.977,3.3956,0.2391,2.5742,91.35508521,173.187925,6531,
152.6132,3.4029,0.2434,2.5688,91.59703262,172.9198567,6531.5,
154.2627,3.4129,0.241,2.5662,91.85862892,173.4036364,6532,
152.1654,3.3794,0.2499,2.5718,91.49122959,172.2809826,6532.5,
147.6173,3.3182,0.2561,2.5823,90.62633314,171.0920025,6533,
154.9697,3.2842,0.2561,2.5851,91.65636615,172.578778,6533.5,
165.5506,3.2928,0.2472,2.5826,93.02648827,174.9617887,6534,
159.235,3.3347,0.2619,2.5878,91.98750338,172.1093723,6534.5,
154.0742,3.3702,0.2602,2.5897,90.9639232,170.6504277,6535,
157.7268,3.3581,0.2842,2.5746,93.35244103,173.2564545,6535.5,
155.818,3.3898,0.2758,2.5561,93.34790455,173.188629,6536,
154.3805,3.449,0.2738,2.5596,92.73271455,172.1281905,6536.5,
157.3734,3.4619,0.2631,2.5801,91.69375505,170.9254644,6537,
160.2719,3.4889,0.256,2.587,91.46489967,170.7767871,6537.5,
159.5414,3.5375,0.2497,2.5811,91.32233246,170.6848814,6538,
158.0804,3.5618,0.2385,2.5862,90.70363453,170.6479444,6538.5,
151.7413,3.565,0.2393,2.5916,89.58043277,169.18224,6539,
142.1737,3.5995,0.2378,2.5822,88.65441378,168.1171667,6539.5,
146.3212,3.6468,0.2668,2.5782,89.71515695,167.2202726,6540,
145.2608,3.6561,0.2558,2.5963,88.22770855,165.472093,6540.5,
138.9453,3.624,0.2428,2.6075,86.94982148,165.0989088,6541,
138.0969,3.5698,0.2412,2.5963,87.56930683,166.6290896,6541.5,
133.1953,3.4858,0.2237,2.5909,87.93778699,170.234494,6542,
124.3818,3.4176,0.228,2.5873,87.41749717,169.9307145,6542.5,
116.8409,3.411,0.2485,2.5853,86.85801894,167.1930814,6543,
123.2743,3.4323,0.2486,2.5883,87.12210409,167.0362252,6543.5,
133.9493,3.4324,0.2465,2.5843,88.2795225,168.4047849,6544,
129.1185,3.4265,0.2312,2.5785,88.23372292,170.4723253,6544.5,
121.4127,3.4072,0.2347,2.5751,87.5933344,169.6553906,6545,
126.5498,3.3384,0.2684,2.574,88.40227745,167.3171113,6545.5,
132.8889,3.2685,0.2519,2.5761,89.32897725,170.7745461,6546,
135.8347,3.2327,0.2283,2.572,90.3379849,175.0346563,6546.5,
132.7476,3.2009,0.2301,2.5616,90.60273702,175.5651433,6547,
128.8828,3.1543,0.2592,2.5622,90.02479276,172.0879705,6547.5,
131.8757,3.0909,0.2333,2.5546,91.2948486,177.0460908,6548,
132.017,3.0243,0.2614,2.5395,92.24634841,176.0086308,6548.5,
127.516,2.95,0.2548,2.548,91.64296112,176.7644746,6549,
129.2363,2.9076,0.2486,2.5632,91.28445668,177.1196978,6549.5,
129.6841,2.8939,0.2526,2.5749,90.89678762,176.3193229,6550,
123.6513,2.9161,0.2715,2.5818,90.14540017,173.3004741,6550.5,
120.9177,2.9054,0.2771,2.5816,90.09312255,172.8064394,6551,
128.5765,2.8882,0.2389,2.5806,90.31495356,176.540735,6551.5,
135.2691,2.8958,0.2587,2.5773,91.46472275,176.2806385,6552,
133.5252,2.9439,0.2551,2.5837,90.75413826,175.3366434,6552.5,
124.3583,2.9895,0.2725,2.6002,89.55972073,171.7355314,6553,
116.2282,3.0358,0.2513,2.607,88.52480104,172.6274554,6553.5,
116.6995,3.0222,0.2752,2.586,89.15618698,170.8640417,6554,
121.6954,2.94,0.25,2.5483,90.89507794,176.4218898,6554.5,
120.635,2.9151,0.2509,2.5397,91.29393557,177.1116112,6555,
119.8573,2.9379,0.2678,2.5627,90.16777562,173.6750895,6555.5,
126.9741,2.9383,0.2695,2.5696,90.62753011,173.8056778,6556,
127.0447,2.8969,0.2474,2.5614,91.11390715,177.1020053,6556.5,
119.0325,2.8686,0.2483,2.5658,90.06939566,175.9210144,6557,
119.7395,2.9206,0.2682,2.5805,89.8396622,173.3997009,6557.5,
127.7517,2.9776,0.2729,2.5983,89.83866211,172.0088192,6558,
133.5488,3.0433,0.2492,2.5947,89.84754991,173.8671427,6558.5,
134.0672,3.081,0.2496,2.58,90.29521138,174.0815093,6559,
135.2926,3.1152,0.2392,2.581,90.27604874,174.8276438,6559.5,
140.5241,3.1668,0.2428,2.5693,91.29469014,175.2502757,6560,
143.8469,3.2022,0.2727,2.5466,92.59771621,173.3792946,6560.5,
142.1265,3.2084,0.2598,2.5466,92.2433643,174.0898381,6561,
134.6093,3.2173,0.2465,2.5696,90.19392061,173.0499028,6561.5,
129.5898,3.2051,0.2666,2.5914,88.81273012,169.1018669,6562,
128.93,3.1449,0.2655,2.5949,88.98461618,170.0463379,6562.5,
135.0098,3.0879,0.2672,2.5926,89.86014909,171.3116757,6563,
140.7598,3.1041,0.254,2.5913,90.42656324,173.2568412,6563.5,
143.2577,3.1827,0.2326,2.5849,90.8528561,175.502168,6564,
135.222,3.2526,0.2495,2.5827,89.41340505,171.2377177,6564.5,
130.4853,3.2941,0.2492,2.596,88.22852132,169.4711568,6565,
141.7731,3.3031,0.2381,2.6131,88.71390581,170.921608,6565.5,
141.2075,3.2655,0.2466,2.6192,88.63449442,170.1712423,6566,
131.64,3.2006,0.2582,2.6193,88.41282177,169.5617215,6566.5,
129.6369,3.1676,0.2399,2.6144,88.34320996,171.8993097,6567,
137.5784,3.1495,0.2621,2.6091,89.28021811,170.4575369,6567.5,
141.6082,3.1126,0.2697,2.612,89.8491134,170.6105586,6568,
132.9596,3.0692,0.2529,2.6064,89.3554635,172.599681,6568.5,
